id,name,has_cargo_toml,has_cargo_lock
MDEwOlJlcG9zaXRvcnk1MTMwNTE0,qnhoang81/android_device_samsung_moment,false,false
MDEwOlJlcG9zaXRvcnk1MTMwNDc3,drhodes/rust-datetime,false,false
MDEwOlJlcG9zaXRvcnk1MTM2Mzkw,dgryski/siphash-rust,false,false
MDEwOlJlcG9zaXRvcnk1MTM3MzYx,khernyo/shootout-rust,false,false
MDEwOlJlcG9zaXRvcnk1MTQxMTYx,josephzeng36/vim,false,false
MDEwOlJlcG9zaXRvcnk1MTQ1MzYx,dbrgn/projecteuler,false,false
MDEwOlJlcG9zaXRvcnk1MTQ4NTM2,AndreyIvanoff/MedicalClinic-Interface,false,false
MDEwOlJlcG9zaXRvcnk1MTUxNjkx,AndroidDeveloperAlliance/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1MTU5MTQw,pingf/toys,false,false
MDEwOlJlcG9zaXRvcnk1MTY3MzMw,tille/Network-Algorihtms,false,false
MDEwOlJlcG9zaXRvcnk1MTc2NjI2,zolbatar/functional-comparison,false,false
MDEwOlJlcG9zaXRvcnk1MTc3Mjcw,panfudonan/mx535,false,false
MDEwOlJlcG9zaXRvcnk1MTc5NTM2,manso/Evolutionary_RGA_PSO_DE,false,false
MDEwOlJlcG9zaXRvcnk1MTkwNjIy,CTSRD-CHERI/clang,false,false
MDEwOlJlcG9zaXRvcnk1MTk2NTkw,jld/defcon20,false,false
MDEwOlJlcG9zaXRvcnk1MTk2Njgy,DroidConcepts/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1MjEwNTc3,barrmy/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1MjIwOTM0,AngryLawyer/uo-rust-libs,true,false
MDEwOlJlcG9zaXRvcnk1MjIxMzUw,ibrahim12/dataSpliter,false,false
MDEwOlJlcG9zaXRvcnk1MjQ3OTc0,fehrenbach/tuner,true,true
MDEwOlJlcG9zaXRvcnk1MjU2NDc3,bjoernd/playground,false,false
MDEwOlJlcG9zaXRvcnk1MjYwMjc4,cfurrow/My-thoughts-on-Rust,false,false
MDEwOlJlcG9zaXRvcnk1MjY3NDM5,onyx-intl/rk_packages,false,false
MDEwOlJlcG9zaXRvcnk1Mjc2NzE4,AOKP/packages_apps_Gallery2,false,false
MDEwOlJlcG9zaXRvcnk1MjgwMDE0,snandlal/old_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1MjgxMzY4,redoacs/glocser,false,false
MDEwOlJlcG9zaXRvcnk1MjkwMzI1,LaurentMazare/ProjectEuler,false,false
MDEwOlJlcG9zaXRvcnk1Mjk3OTUx,pcwalton/fempeg,false,false
MDEwOlJlcG9zaXRvcnk1MzA0MzM5,Alsum/Java_TextEditor,false,false
MDEwOlJlcG9zaXRvcnk1MzA2OTQ1,pcwalton/rust-ao,false,false
MDEwOlJlcG9zaXRvcnk1MzQzMjQw,siwells/sandpit,false,false
MDEwOlJlcG9zaXRvcnk1MzUwNDY0,vannell/inpreszone,false,false
MDEwOlJlcG9zaXRvcnk1MzU3Mjkw,walker-zheng/code,false,false
MDEwOlJlcG9zaXRvcnk1MzYxNzI5,CNA/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1MzY5NTgy,arturmazurek/euler,false,false
MDEwOlJlcG9zaXRvcnk1Mzc0Nzgw,pauljflo/android_framework_base,false,false
MDEwOlJlcG9zaXRvcnk1Mzc2OTI2,DroidVicious/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1Mzk1MjUw,reignstudios/ReignSDK,false,false
MDEwOlJlcG9zaXRvcnk1NDAyNzQ3,CyanMobile/android_frameworks_base_cyanmobile,false,false
MDEwOlJlcG9zaXRvcnk1NDEwMjM0,OISF/suricata,false,false
MDEwOlJlcG9zaXRvcnk1NDExMjk3,radare/radare2-extras,false,false
MDEwOlJlcG9zaXRvcnk1NDExNDgz,barrykn/android_frameworks_base-cm72-bkndh1,false,false
MDEwOlJlcG9zaXRvcnk1NDE0MTM2,himanshu-shekhar/EditNow,false,false
MDEwOlJlcG9zaXRvcnk1NDE2NjE5,eevee/amulet,false,false
MDEwOlJlcG9zaXRvcnk1NDI3NDU0,semantic-machines/veda,false,false
MDEwOlJlcG9zaXRvcnk1NDI2NzQ0,prueba-aplic/Prueba-Repo,false,false
MDEwOlJlcG9zaXRvcnk1NDI5NTYy,dbp/rustfmt,false,false
MDEwOlJlcG9zaXRvcnk1NDI5ODg1,SlimRoms/frameworks_base_old,false,false
MDEwOlJlcG9zaXRvcnk1NDQzNDgx,davros-/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1NDg3MjE4,servo/libparserutils,true,false
MDEwOlJlcG9zaXRvcnk1NDg4MzAz,servo/libhubbub,true,false
MDEwOlJlcG9zaXRvcnk1NDg4Njg1,netherbrain/LindenTrees,false,false
MDEwOlJlcG9zaXRvcnk1NDg4ODIw,dbp/rustrepl,false,false
MDEwOlJlcG9zaXRvcnk1NDk5OTY3,LeKANG-ROM/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1NTAwNzg1,rjohnsondev/java-libpst,false,false
MDEwOlJlcG9zaXRvcnk1NTAxODky,CyanMobile/android_device_samsung_crespo_cyanmobile,false,false
MDEwOlJlcG9zaXRvcnk1NTAyMjY3,kevlened/pyrson,false,false
MDEwOlJlcG9zaXRvcnk1NTA0Nzc0,JBoggan/project-euler,false,false
MDEwOlJlcG9zaXRvcnk1NTA2MTEy,krad-radio/rustopus,false,false
MDEwOlJlcG9zaXRvcnk1NTEzODI4,servo/rust-hubbub,true,false
MDEwOlJlcG9zaXRvcnk1NTMyOTY1,drewgaren/platform_packages_wallpapers_basic,false,false
MDEwOlJlcG9zaXRvcnk1NTY0NzQx,pcwalton/rust-irc-client,false,false
MDEwOlJlcG9zaXRvcnk1NTY5ODQ1,sdugit/cts_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcxMDcw,sdugit/frameworks_base_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcxOTI0,sdugit/framework_slang_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcxOTQy,sdugit/framework_ex_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMjQy,sdugit/Basic_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMjY1,sdugit/Galaxy4_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMjg3,sdugit/HoloSpiral_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMzMx,sdugit/MagicSmoke_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMzYy,sdugit/MusicVisualization_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMzc0,sdugit/NoiseField_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTcyMzg4,sdugit/PhaseBeam_7025,false,false
MDEwOlJlcG9zaXRvcnk1NTc2NTc0,aaronpoweruser/framework_base,false,false
MDEwOlJlcG9zaXRvcnk1NTkzNjYz,elliottslaughter/rust-gc-talk,false,false
MDEwOlJlcG9zaXRvcnk1NjA1MzA1,bcorrigan/misc,false,false
MDEwOlJlcG9zaXRvcnk1NjIxNTEz,servo/core-foundation-rs,true,false
MDEwOlJlcG9zaXRvcnk1NjIzNjYx,servo/io-surface-rs,true,false
MDEwOlJlcG9zaXRvcnk1NjI0MzAz,nitroglycerine33/frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk1NjQyMjY3,nico/hack,false,false
MDEwOlJlcG9zaXRvcnk1NjQ2Mzc1,PrototypeAlex/dot-files,false,false
MDEwOlJlcG9zaXRvcnk1NjUxNTA0,jld/tinsnips,false,false
MDEwOlJlcG9zaXRvcnk1NjUyOTI5,pcwalton/rust-nss,false,false
MDEwOlJlcG9zaXRvcnk1NjYzNzY5,shien/test_source,false,false
MDEwOlJlcG9zaXRvcnk1NjY1NzM0,pcwalton/rust-oauth,false,false
MDEwOlJlcG9zaXRvcnk1NjY2NjI1,jamie/icfp2006,false,false
MDEwOlJlcG9zaXRvcnk1NjY4NzQw,aep/venom_platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1NjcyMDMx,rogusdev/countbits,false,false
MDEwOlJlcG9zaXRvcnk1Njk5NTQz,ram600/j2se,false,false
MDEwOlJlcG9zaXRvcnk1NzExMjQ0,servo/servo-viewer,false,false
MDEwOlJlcG9zaXRvcnk1NzE1NTQy,ardiagungsamudra/GuiSim,false,false
MDEwOlJlcG9zaXRvcnk1NzE4NTk1,erszcz/learning,false,false
MDEwOlJlcG9zaXRvcnk1NzIxMDEx,elliottslaughter/rust-gc-notes,false,false
MDEwOlJlcG9zaXRvcnk1NzI0ODY4,coyotebush/config,false,false
MDEwOlJlcG9zaXRvcnk1NzM5NjM4,UniqueDroid/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1NzQwNDgx,AngryLawyer/rust-sdl-tutorials,false,false
MDEwOlJlcG9zaXRvcnk1NzQ0NTc1,pcwalton/rust-yelp,false,false
MDEwOlJlcG9zaXRvcnk1NzQ1NTA5,pcwalton/rbot,false,false
MDEwOlJlcG9zaXRvcnk1NzU0NDI3,MrPerfekt/Car,false,false
MDEwOlJlcG9zaXRvcnk1NzgxMDAz,mlafeldt/roxor,false,false
MDEwOlJlcG9zaXRvcnk1NzgzMTYx,umpirsky/wisdom,false,false
MDEwOlJlcG9zaXRvcnk1Nzg0MzU0,lee4sj/brown,false,false
MDEwOlJlcG9zaXRvcnk1ODAzNTY0,servo/sharegl,true,false
MDEwOlJlcG9zaXRvcnk1ODE3MTI2,jesse99/runits,false,false
MDEwOlJlcG9zaXRvcnk1ODE3NzM2,PistonDevelopers/glfw-rs,true,false
MDEwOlJlcG9zaXRvcnk1ODE5OTg4,bramstein/typeset.rs,false,false
MDEwOlJlcG9zaXRvcnk1ODMwMjcw,sharnik/programming-workout,false,false
MDEwOlJlcG9zaXRvcnk1ODMyNTc5,squanto/learning,false,false
MDEwOlJlcG9zaXRvcnk1ODM5OTY5,silvialiverani/PReMiuM-R-package,false,false
MDEwOlJlcG9zaXRvcnk1ODc0NzQ0,rodries/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1ODg0MzU1,marvelpress/codesamples,false,false
MDEwOlJlcG9zaXRvcnk1ODkyNDEx,lieb005/apcsprojects,false,false
MDEwOlJlcG9zaXRvcnk1ODk0NTI0,jcmarsh/Research_Notes,false,false
MDEwOlJlcG9zaXRvcnk1OTAxNjc2,BartMassey/ciphersaber,false,false
MDEwOlJlcG9zaXRvcnk1OTE4MDYz,Root-Box/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1OTI2MzE3,lafolle/Agastya,false,false
MDEwOlJlcG9zaXRvcnk1OTUwNTc5,reidarsollid/actor_talk,false,false
MDEwOlJlcG9zaXRvcnk1OTUyMzIw,bakwc/Pastexen,false,false
MDEwOlJlcG9zaXRvcnk1OTY1MTE2,davelaub25/LaserCenter,false,false
MDEwOlJlcG9zaXRvcnk1OTcwODgw,WrinklyNinja/libloadorder,true,false
MDEwOlJlcG9zaXRvcnk1OTc0MzA2,TheCollective/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk1OTc1MzEz,asauron/XComp,false,false
MDEwOlJlcG9zaXRvcnk1OTkwOTU1,entropia/vaporlight,false,false
MDEwOlJlcG9zaXRvcnk2MDAxNDU2,yugi386/Criptografia_JAVA,false,false
MDEwOlJlcG9zaXRvcnk2MDAzNDQ0,speedydaniel/frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk2MDE2MTk1,jguze/ACiv,false,false
MDEwOlJlcG9zaXRvcnk2MDIwMjc3,AlexanderLutsenko/Homework,false,false
MDEwOlJlcG9zaXRvcnk2MDI1OTA1,m-negishi/dotfiles,false,false
MDEwOlJlcG9zaXRvcnk2MDI2MTYy,scyptnex/computing,false,false
MDEwOlJlcG9zaXRvcnk2MDI4NDQ3,le0pard/presentations,false,false
MDEwOlJlcG9zaXRvcnk2MDMzMTQ0,Aternus/myMIUI-HD2-i18n,false,false
MDEwOlJlcG9zaXRvcnk2MDUzMzU5,brson/bimap,false,false
MDEwOlJlcG9zaXRvcnk2MDY2NTUz,mgalloy/mglib,false,false
MDEwOlJlcG9zaXRvcnk2MDgwOTAy,iJasonCui/big_database,false,false
MDEwOlJlcG9zaXRvcnk2MDg5NTg1,pwoolcoc/rust-levenshtein,false,false
MDEwOlJlcG9zaXRvcnk2MDk2MTcw,motok4/Imagem,false,false
MDEwOlJlcG9zaXRvcnk2MTAyMjQ3,mtuton/frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk2MTA2MTkz,TeamSourcery/frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk2MTA2OTM4,rapsod/java_rmi,false,false
MDEwOlJlcG9zaXRvcnk2MTA3Mzg1,sourcefrog/conserve,true,false
MDEwOlJlcG9zaXRvcnk2MTEwNjIw,mortaromarcello/mediacom711_android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2MTIyMjQ0,imalhasaranga/RapidSlip-PayrollSystem,false,false
MDEwOlJlcG9zaXRvcnk2MTMzMjE1,dbp/rustle,false,false
MDEwOlJlcG9zaXRvcnk2MTMzNjk4,zv/SHA3ImplementedInsideofaRARfile,false,false
MDEwOlJlcG9zaXRvcnk2MTQwNDQw,umutgultepe/MultiBrush,false,false
MDEwOlJlcG9zaXRvcnk2MTQxOTk5,Pascu-Adrian/Android-Mobile-PC-controller,false,false
MDEwOlJlcG9zaXRvcnk2MTUxNDU1,MyAOSP/cts,false,false
MDEwOlJlcG9zaXRvcnk2MTU4ODgy,flycheck/flycheck,false,false
MDEwOlJlcG9zaXRvcnk2MTY4MTkx,closen39/CIS-530-HW2,false,false
MDEwOlJlcG9zaXRvcnk2MTg1MTk2,pnathan/flaky-data-structures,false,false
MDEwOlJlcG9zaXRvcnk2MTk5Mzc1,ngiordano/cc_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2MjAwODI0,dahankzter/katas,false,false
MDEwOlJlcG9zaXRvcnk2MjExMTQy,pcwalton/sprocketnes,true,true
MDEwOlJlcG9zaXRvcnk2MjI1Nzkw,jooyunghan/Mandelbrot,false,false
MDEwOlJlcG9zaXRvcnk2MjM1Mjc5,servo/rust-netsurfcss,false,false
MDEwOlJlcG9zaXRvcnk2MjQyNjMw,vbo/ex,false,false
MDEwOlJlcG9zaXRvcnk2MjUxNDAx,treeman/rustbot,true,false
MDEwOlJlcG9zaXRvcnk2MjU2OTQz,sol/pygments,false,false
MDEwOlJlcG9zaXRvcnk2MjYxNDgz,Jirachi/Miagics,false,false
MDEwOlJlcG9zaXRvcnk2MjY1OTI0,TeamWin/android_device_samsung_crespo,false,false
MDEwOlJlcG9zaXRvcnk2MjY3Njkx,erickt/rust-semver,false,false
MDEwOlJlcG9zaXRvcnk2MjY5NDE1,servo/rust-wapcaplet,false,false
MDEwOlJlcG9zaXRvcnk2MjczNjI1,pebble8888/smartgrep,false,false
MDEwOlJlcG9zaXRvcnk2MjgwOTMz,tav/rusty,false,false
MDEwOlJlcG9zaXRvcnk2MjgzODY2,dgryski/rust-bf,true,true
MDEwOlJlcG9zaXRvcnk2Mjg2MzU3,osu-capstone-nvidia-project-2013/Zeus,false,false
MDEwOlJlcG9zaXRvcnk2Mjg4NTEw,erickt/rust-json,false,false
MDEwOlJlcG9zaXRvcnk2Mjk5NjAx,dgryski/rust-hd,false,false
MDEwOlJlcG9zaXRvcnk2MzAwNjY1,servo/core-graphics-rs,true,false
MDEwOlJlcG9zaXRvcnk2MzAxNTg4,servo/core-text-rs,true,false
MDEwOlJlcG9zaXRvcnk2MzAyOTc2,wontonst/searchsortgraphics,false,false
MDEwOlJlcG9zaXRvcnk2MzA2NzE1,mnicovideo/mnicovideo.github.com,false,false
MDEwOlJlcG9zaXRvcnk2MzA5MDQ4,luqmana/rust-opencl,true,false
MDEwOlJlcG9zaXRvcnk2MzEyNDM4,Shadowmeister/Zygotopia,true,true
MDEwOlJlcG9zaXRvcnk2MzEzMTUy,doy/rosalind,false,false
MDEwOlJlcG9zaXRvcnk2MzE1NDg3,gcao/T.js,false,false
MDEwOlJlcG9zaXRvcnk2MzIxOTg2,kipanshi/rust_hello_world,false,false
MDEwOlJlcG9zaXRvcnk2Mjg3NDk4,am0d/rust-projects,false,false
MDEwOlJlcG9zaXRvcnk2MzMxNDE5,rogvold/CardioProject,false,false
MDEwOlJlcG9zaXRvcnk2MzMxNzMw,woshilapin/centaurus,true,true
MDEwOlJlcG9zaXRvcnk2MzMyMzQ2,AdiPat/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2MzMzNjEz,Jirachi/test-resources,false,false
MDEwOlJlcG9zaXRvcnk2MzQ5MzY3,amearn/Hangman,false,false
MDEwOlJlcG9zaXRvcnk2MzU5NDk0,domingoflores/domingo,false,false
MDEwOlJlcG9zaXRvcnk2MzY1MjMy,uasi/rust-hiredis,false,false
MDEwOlJlcG9zaXRvcnk2MzkxMjY3,servo/rust-freetype,true,false
MDEwOlJlcG9zaXRvcnk2MzkyODUy,servo/rust-cairo,false,false
MDEwOlJlcG9zaXRvcnk2MzkyODU3,servo/rust-fontconfig,true,false
MDEwOlJlcG9zaXRvcnk2Mzk0NDcx,servo/rust-xlib,true,false
MDEwOlJlcG9zaXRvcnk2NDA0MzM4,davros-/android_frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk2NDA5Mzgw,gepopp/ESOP,false,false
MDEwOlJlcG9zaXRvcnk2NDEyNTgx,servo/rust-css,false,false
MDEwOlJlcG9zaXRvcnk2NDIxODg3,BartMassey/ttt-bench,false,false
MDEwOlJlcG9zaXRvcnk2NDI0OTA1,imalhasaranga/BookStockControler,false,false
MDEwOlJlcG9zaXRvcnk2NDM1NDIz,mgushee/sukkiri,false,false
MDEwOlJlcG9zaXRvcnk2NDM2ODYz,amuxtux/RustNode,false,false
MDEwOlJlcG9zaXRvcnk2NDM5Nzg2,DragonFlyBSD/DeltaPorts,false,false
MDEwOlJlcG9zaXRvcnk2NDQ3NDIx,docopt/docopt.rs-old,false,false
MDEwOlJlcG9zaXRvcnk2NDYwNDcx,basic82/pjl-funlang,false,false
MDEwOlJlcG9zaXRvcnk2NDY3MzI1,kballard/rust-termbox,false,false
MDEwOlJlcG9zaXRvcnk2NDY3NDUz,eevee/clio,false,false
MDEwOlJlcG9zaXRvcnk2NDcwMDI0,hadeo10/Proyecto,false,false
MDEwOlJlcG9zaXRvcnk2NDc5NDg2,krarvind/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2NDgzODQ3,servo/skia,true,false
MDEwOlJlcG9zaXRvcnk2NTA1NTkz,mbunkers/Miniproject-Databases,false,false
MDEwOlJlcG9zaXRvcnk2NTE4NzA1,brendanzab/open.gl-tutorials,false,false
MDEwOlJlcG9zaXRvcnk2NTIwMDYw,amarcgi/JavaProject,false,false
MDEwOlJlcG9zaXRvcnk2NTI0NTUx,indent/RandomizerV2,false,false
MDEwOlJlcG9zaXRvcnk2NTI5ODAx,Dijkstra-ru/MineSweeper,false,false
MDEwOlJlcG9zaXRvcnk2NTUxNTA0,ashish-sadh/squeezeMyBook,false,false
MDEwOlJlcG9zaXRvcnk2NTU0NzQ4,itang/launch-speed-test,false,false
MDEwOlJlcG9zaXRvcnk2NTY5NDM5,rubenrua/GstreamerCodeSnippets,false,false
MDEwOlJlcG9zaXRvcnk2NTcxMjgw,berkus/carma,true,false
MDEwOlJlcG9zaXRvcnk2NTg4NTEz,Thiez/RustLua,false,false
MDEwOlJlcG9zaXRvcnk2NTg5Nzk3,CTSRD-SOAAP/clang,false,false
MDEwOlJlcG9zaXRvcnk2NTkzODY4,cyndis/seam,false,false
MDEwOlJlcG9zaXRvcnk2NTk2MTMz,xdtianyu/android_2.3.5,false,false
MDEwOlJlcG9zaXRvcnk2NTk4NjM1,xdtianyu/android_4.1.2_r1,false,false
MDEwOlJlcG9zaXRvcnk2NjA0MDUy,afflux/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2NjA3NTQ5,ligfx/oddsandends,false,false
MDEwOlJlcG9zaXRvcnk2NjA4Nzg0,dfornika/rosalind,false,false
MDEwOlJlcG9zaXRvcnk2NjIzMjM1,xdtianyu/android_04.01.01_msm7627a,false,false
MDEwOlJlcG9zaXRvcnk2NjI4MjQz,amarcgi/HandsVeinDetection,false,false
MDEwOlJlcG9zaXRvcnk2NjM0NDMx,hkaiser/TRiAS,false,false
MDEwOlJlcG9zaXRvcnk2NjQ1ODcx,ldunn/kern,false,false
MDEwOlJlcG9zaXRvcnk2NjQ5NDAz,amuxtux/rustGtk,false,false
MDEwOlJlcG9zaXRvcnk2NjUyMzM2,xdtianyu/android_gingerbread_msm7627a,false,false
MDEwOlJlcG9zaXRvcnk2NjYzMDk5,krf12/Uni-Projects,false,false
MDEwOlJlcG9zaXRvcnk2NjkyOTc4,vokal/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2NzAwMDg0,russel/Pi_Quadrature,false,false
MDEwOlJlcG9zaXRvcnk2NzAwMTYy,ryo1kato/mlr-grep,false,false
MDEwOlJlcG9zaXRvcnk2NzEwNjA0,Unidata/ttm,false,false
MDEwOlJlcG9zaXRvcnk2NzExNzQw,gregsqueeb/CMPE-187,false,false
MDEwOlJlcG9zaXRvcnk2NzIxMjUx,mptcp-nexus/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2NzMwNzc1,jdavis/rust-design-patterns,false,false
MDEwOlJlcG9zaXRvcnk2NzQ1NzQ4,alungu/LetsMovie,false,false
MDEwOlJlcG9zaXRvcnk2NzU4MjQ5,bkase/rust-ffi-example,false,false
MDEwOlJlcG9zaXRvcnk2Nzg0NDk1,oletalk/code-scrapbook,false,false
MDEwOlJlcG9zaXRvcnk2Nzg1MjEw,del42/Concurrent-GameOfLife-Integral,false,false
MDEwOlJlcG9zaXRvcnk2Nzg4MTIx,hugoduncan/hulk,false,false
MDEwOlJlcG9zaXRvcnk2Nzg5MTUy,hailanwk/vollo.launcher,false,false
MDEwOlJlcG9zaXRvcnk2Nzk5MDQ1,Malow/NDYGFX,false,false
MDEwOlJlcG9zaXRvcnk2ODAwODY5,scottfr/insightmaker,false,false
MDEwOlJlcG9zaXRvcnk2ODA4NzYz,xdtianyu/android-4.2_r1,false,false
MDEwOlJlcG9zaXRvcnk2ODEwOTg2,cretz/patina,false,false
MDEwOlJlcG9zaXRvcnk2ODE3NjE0,chaliy/studies-octo-adventure,false,false
MDEwOlJlcG9zaXRvcnk2ODE5NTIx,masterfuzz/mand,false,false
MDEwOlJlcG9zaXRvcnk2ODMzNzQy,chrishenry/fizzbuzz,false,false
MDEwOlJlcG9zaXRvcnk2ODMxMTQ5,bouchakor/routage,false,false
MDEwOlJlcG9zaXRvcnk2ODQ0MzAy,davros-/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2ODQ2MjA5,Klodin/OperationHotHammer,false,false
MDEwOlJlcG9zaXRvcnk2ODQ4NzY5,luqmana/rray,true,true
MDEwOlJlcG9zaXRvcnk2ODQ4OTk3,vyslexic/rustils,false,false
MDEwOlJlcG9zaXRvcnk2ODQ5MDMw,vyslexic/rustlings,false,false
MDEwOlJlcG9zaXRvcnk2ODQ5MTg5,na9da/dwmstatus,true,true
MDEwOlJlcG9zaXRvcnk2ODUxNTA0,dreamcwli/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2ODUyMTk2,mkrstic/moj-broj,false,false
MDEwOlJlcG9zaXRvcnk2ODUzMTY5,adrian-bl-hox-jb/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2ODU0Mjk2,rixx/MandelBrot,false,false
MDEwOlJlcG9zaXRvcnk2ODU1NjQx,BrayhanJaramillo/ManejoDeCadenas,false,false
MDEwOlJlcG9zaXRvcnk2ODU1ODI0,vikassy/PoliceRun_game,false,false
MDEwOlJlcG9zaXRvcnk2ODU1ODky,davbo/rush,false,false
MDEwOlJlcG9zaXRvcnk2ODU3OTAw,AdolfoCastro/PrograNoobs,false,false
MDEwOlJlcG9zaXRvcnk2ODYyOTUy,thestinger/rust-snappy,false,false
MDEwOlJlcG9zaXRvcnk2ODYzMjYz,GenetICS/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2ODY1MDc0,phamtuanchip/labs,false,false
MDEwOlJlcG9zaXRvcnk2ODY4Nzgw,eholk/SciRust,true,false
MDEwOlJlcG9zaXRvcnk2ODY4OTk5,NeLeGaL/TurboSearch3000,false,false
MDEwOlJlcG9zaXRvcnk2ODgyMTM4,marktriggs/git-find-file.el,false,false
MDEwOlJlcG9zaXRvcnk2ODk1MjYy,jpernst/alto,true,false
MDEwOlJlcG9zaXRvcnk2ODk1MzYx,thestinger/rust-magic,false,false
MDEwOlJlcG9zaXRvcnk2OTA0MTcy,rntz/rust-hashlife,false,false
MDEwOlJlcG9zaXRvcnk2OTIxMzg5,teamgrau/altourism,false,false
MDEwOlJlcG9zaXRvcnk2OTMwNDg5,facebook/watchman,false,false
MDEwOlJlcG9zaXRvcnk2OTMzMjA3,FebryFairuz/Proyek-Pemograman-3,false,false
MDEwOlJlcG9zaXRvcnk2OTQyOTkz,thestinger/rust-gmp,true,false
MDEwOlJlcG9zaXRvcnk2OTU3NDcy,songlab/NSeq,false,false
MDEwOlJlcG9zaXRvcnk2OTYyNTE1,NEXUS-EVO/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2OTY3OTUz,johannesgerer/jburkardt-f,false,false
MDEwOlJlcG9zaXRvcnk2OTcyMjQw,fjorgemota/JHandControl,false,false
MDEwOlJlcG9zaXRvcnk2OTc0MjI3,davbo/rust-linenoise,false,false
MDEwOlJlcG9zaXRvcnk2OTgzMTkw,opkorz/CS199_Thesis,false,false
MDEwOlJlcG9zaXRvcnk2OTg2MjQ4,maddoggin/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk2OTkxNjMx,marti1125/Java2dGame,false,false
MDEwOlJlcG9zaXRvcnk3MDA0NjY1,talladiop/espricomblig,false,false
MDEwOlJlcG9zaXRvcnk3MDA3OTgz,fuzz-productions/RSImage,false,false
MDEwOlJlcG9zaXRvcnk3MDEyOTAx,cretz/rusty-zipper,false,false
MDEwOlJlcG9zaXRvcnk3MDEzNDk3,mwarning/titanion,true,false
MDEwOlJlcG9zaXRvcnk3MDMyNTQ1,codeledger/RSSampleCompare,false,false
MDEwOlJlcG9zaXRvcnk3MDM1NTE0,Jasperste/Containing-2012,false,false
MDEwOlJlcG9zaXRvcnk3MDQwMDky,sparkyman/frameworks_base-TH,false,false
MDEwOlJlcG9zaXRvcnk3MDU4MTE0,stevej/rustled,false,false
MDEwOlJlcG9zaXRvcnk3MDY5OTY0,jcaesar/openclonk,false,false
MDEwOlJlcG9zaXRvcnk3MDcxMjQx,FRAIDEL/BUY_JAVA,false,false
MDEwOlJlcG9zaXRvcnk3MDgzODQ1,cgddrd/UMLator,false,false
MDEwOlJlcG9zaXRvcnk3MDkxMjk4,srth12/core_java,false,false
MDEwOlJlcG9zaXRvcnk3MDk4NTYz,TEAM-HyDrOG3N/android_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk3MTAwMjM0,derekdreery/rust-math,false,false
MDEwOlJlcG9zaXRvcnk3MTA2NDQz,TeamHaters/platform_frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk3MTA2ODg1,TeamHaters/platform_frameworks_ex,false,false
MDEwOlJlcG9zaXRvcnk3MTExNzk3,gifnksm/srither,true,true
MDEwOlJlcG9zaXRvcnk3MTEyODEx,Hee-teak/frameworks_base,false,false
MDEwOlJlcG9zaXRvcnk3MTE3MDU5,andrewcstewart/605.788-hadoop,false,false
